t,success,mid,pmt,pg,sub_type,hr,bank,isFailed,failure_rate
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 07,United Bank of India,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 08,South Indian Bank,FALSE,0
2,0,drivezy,CARD,GOCASHFREE,,2020-02-12 20,Bandhan Bank,TRUE,1
1,1,purplle.com,CARD,PAYTM,,2020-02-12 14,KERALA GRAMIN BANK,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-12 13,SOUTHCAROLINAF.C.U.,FALSE,0
1,1,zivame,CARD,PAYU,,2020-02-12 18,THANE JANATA SAHAKARI BANK LTD,FALSE,0
2,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_ALLB,TRUE,1
1,0,drivezy,CARD,GOCASHFREE,,2020-02-12 19,MONEYACCESSSERVICE.INC.,TRUE,1
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 15,IDFC Bank,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-12 18,NB_BOM,TRUE,1
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 05,NB_KARN,FALSE,0
1,1,pharmeasytech,NB,PAYTM,,2020-02-13 06,NB_IOB,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-13 07,NB_CUB,TRUE,1
1,1,pharmeasytech,NB,PAYTM,,2020-02-13 07,NB_IDFC,FALSE,0
1,1,pharmeasytech,NB,RAZORPAY,,2020-02-13 05,NB_ALLB,FALSE,0
1,1,urbanclap,NB,PAYTM,,2020-02-13 09,NB_ANDHRA,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 00,IDFC Bank,FALSE,0
1,0,purplle.com,NB,PAYTM,,2020-02-13 03,NB_CORP,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 06,FIRSTDUPAGEBANK,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 01,Mudra Bank,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 11,CITI Bank,TRUE,1
1,1,urbanclap,NB,PAYTM,,2020-02-13 07,NB_ANDHRA,FALSE,0
2,0,medlife_prod,NB,RAZORPAY,,2020-02-13 03,NB_KARN,TRUE,1
1,0,pharmeasytech,NB,PAYU,,2020-02-13 04,NB_OBC,TRUE,1
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 09,Kotak Bank,TRUE,0.5
2,0,fanfight,NB,RAZORPAY,,2020-02-13 02,NB_JNK,TRUE,1
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 05,AIRTELMONEY,TRUE,0.5
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 08,Bassein Catholic Bank,FALSE,0
2,1,medlife_prod,CARD,TPSL,,2020-02-13 12,IDFC Bank,TRUE,0.5
1,0,medlife_prod,NB,RAZORPAY,,2020-02-13 17,NB_SYNB,TRUE,1
1,0,zivame,NB,RAZORPAY,,2020-02-13 14,NB_ANDHRA,TRUE,1
2,1,urbanclap,NB,PAYTM,,2020-02-13 14,NB_ANDHRA,TRUE,0.5
2,0,fanfight,NB,RAZORPAY,,2020-02-13 16,NB_CUB,TRUE,1
1,0,urbanclap,NB,PAYTM,,2020-02-13 16,NB_DEUT,TRUE,1
1,0,countrydelight,NB,PAYU,,2020-02-13 08,NB_ANDHRA,TRUE,1
1,0,medlife_prod,CARD,TPSL,,2020-02-13 05,Card Services for Credit Unions,TRUE,1
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 12,Kotak Bank,TRUE,1
1,1,zivame,CARD,PAYU,,2020-02-13 13,ODISHA GRAMYA BANK,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-13 11,NB_TMB,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 09,Punjab and Sind Bank,FALSE,0
1,0,urbanclap,CARD,PAYTM,,2020-02-13 06,The Shamrao Vithal Cooperative Bank,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-13 07,Saraswat Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 11,BCCARDCO..LTD.,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-13 04,NB_VJYB,TRUE,1
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 05,NB_KARN,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-13 10,NB_ANDHRA,TRUE,1
1,1,urbanclap,NB,PAYTM,,2020-02-13 04,NB_INDUS,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 12,SOUTHCAROLINAF.C.U.,FALSE,0
1,0,urbanclap,CARD,PAYTM,,2020-02-13 07,TELLERA/S,TRUE,1
2,0,drivezy,NB,GOCASHFREE,,2020-02-13 03,NB_BOM,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-13 06,South Indian Bank,FALSE,0
1,0,fanfight,CARD,RAZORPAY,,2020-02-13 06,Kotak Bank,TRUE,1
2,0,purplle.com,NB,PAYU,,2020-02-13 03,NB_CORP,TRUE,1
2,1,pharmeasytech,NB,RAZORPAY,,2020-02-13 02,NB_SCB,TRUE,0.5
1,0,zivame,NB,PAYU,,2020-02-13 05,NB_FED,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,Bandhan Bank,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 03,IDFC Bank,TRUE,1
1,0,medlife_prod,NB,RAZORPAY,,2020-02-13 03,NB_RBS,TRUE,1
1,0,urbanclap,NB,PAYTM,,2020-02-13 02,NB_KVB,TRUE,1
1,0,urbanclap,NB,PAYU,,2020-02-13 06,NB_AIRTEL,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-13 17,NB_INDB,TRUE,1
1,1,purplle.com,NB,PAYU,,2020-02-13 15,NB_FED,FALSE,0
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 16,NB_DLS,TRUE,1
1,0,zivame,NB,PAYU,,2020-02-13 17,NB_TMB,TRUE,1
2,1,urbanclap,CARD,PAYTM,,2020-02-13 20,Mudra Bank,TRUE,0.5
2,0,purplle.com,NB,PAYTM,,2020-02-13 13,NB_ALLB,TRUE,1
1,1,countrydelight,NB,PAYU,,2020-02-12 05,NB_OBC,FALSE,0
1,1,zivame,NB,PAYU,,2020-02-12 09,NB_CORP,FALSE,0
1,1,pharmeasytech,NB,PAYU,,2020-02-12 07,NB_SARASB,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-12 08,NB_FED,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 10,Saraswat Bank,FALSE,0
1,0,countrydelight,NB,PAYU,,2020-02-12 01,NB_AIRTEL,TRUE,1
2,0,purplle.com,NB,PAYTM,,2020-02-12 05,NB_DBS,TRUE,1
1,1,pharmeasytech,NB,RAZORPAY,,2020-02-12 07,NB_IDFC,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-12 11,NB_CBI,TRUE,1
1,0,purplle.com,NB,PAYTM,,2020-02-12 10,NB_PNJSB,TRUE,1
3,0,urbanclap,NB,PAYTM,,2020-02-12 09,NB_FED,TRUE,1
1,1,urbanclap,NB,PAYTM,,2020-02-12 08,NB_JNK,FALSE,0
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 09,PUDUVAI BHARATHIAR GRAMA BANK,TRUE,1
1,1,countrydelight,NB,PAYU,,2020-02-12 10,NB_IOB,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 07,Abhyudaya Cooperative Bank,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 18,Deutsche Bank,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 15,DCB,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 16,Barclays Bank,TRUE,1
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 17,Lakshmi Vilas Bank,FALSE,0
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 21,VANANCHAL GRAMIN BANK,FALSE,0
1,0,drivezy,CARD,GOCASHFREE,,2020-02-12 18,COMMUNITYBANK,TRUE,1
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 05,PRAGATI KRISHNA GRAMIN BANK,FALSE,0
2,1,pharmeasytech,NB,PAYU,,2020-02-14 09,NB_SARASB,TRUE,0.5
1,1,pharmeasytech,NB,RAZORPAY,,2020-02-14 05,NB_ANDHRA,FALSE,0
1,1,zivame,CARD,PAYU,,2020-02-14 08,Bandhan Bank,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 08,Abhyudaya Cooperative Bank,FALSE,0
1,1,zivame,NB,PAYU,,2020-02-14 10,NB_TMB,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 09,PURVANCHAL GRAMIN BANK,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 10,THE GREATER BOMBAY COOP BANK LTD,FALSE,0
2,0,purplle.com,NB,PAYU,,2020-02-14 17,NB_IOB,TRUE,1
1,1,countrydelight,CARD,PAYU,,2020-02-14 16,Wells Fargo Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-14 18,The Shamrao Vithal Cooperative Bank,FALSE,0
1,1,zivame,NB,PAYU,,2020-02-14 13,NB_UCOB,FALSE,0
1,1,pharmeasytech,NB,PAYU,,2020-02-14 16,NB_SARASB,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 15,Karur Vysya Bank,TRUE,1
1,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-14 14,AIRTELMONEY,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-14 11,NB_DENA,TRUE,1
1,1,pharmeasytech,NB,PAYU,,2020-02-14 02,NB_UNIB,FALSE,0
1,1,fanfight,NB,RAZORPAY,,2020-02-14 09,NB_ANDHRA,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 11,South Indian Bank,TRUE,1
1,0,fanfight,CARD,GOCASHFREE,,2020-02-14 06,KARNATAKA VIKAS GRAMEENA BANK,TRUE,1
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 04,Wells Fargo Bank,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 06,Bandhan Bank,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-14 01,NB_KARN,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-14 04,DCB,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-14 07,The Shamrao Vithal Cooperative Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-14 02,KERALA GRAMIN BANK,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 04,City Union Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 09,Bassein Catholic Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-14 04,Saraswat Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 10,BCCARDCO..LTD.,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 12,BARODA RAJASTHAN KSHETRIYA GRAMIN BANK,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-14 12,Abhyudaya Cooperative Bank,FALSE,0
1,0,fanfight,CARD,RAZORPAY,,2020-02-14 05,FIFTHTHIRDBANK,TRUE,1
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 11,NB_ANDHRA,TRUE,1
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 09,DCB,FALSE,0
1,1,countrydelight,NB,PAYU,,2020-02-14 18,NB_IDFC,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-14 18,NB_SBM,TRUE,1
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 15,Karur Vysya Bank,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-14 14,NB_KVB,TRUE,1
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 12,MONEYACCESSSERVICE.INC.,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 09,South Indian Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 05,DCB,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-12 12,NB_BOM,TRUE,1
2,0,fanfight,CARD,RAZORPAY,,2020-02-12 07,Tamilnad Mercantile Bank,TRUE,1
1,1,purplle.com,CARD,PAYTM,,2020-02-12 08,Kotak Bank,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-12 09,NB_DEUT,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-12 01,City Union Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 04,Abhyudaya Cooperative Bank,FALSE,0
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 10,NB_CBI,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 07,The Shamrao Vithal Cooperative Bank,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-12 06,NB_KARN,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-12 06,NB_BOM,TRUE,1
1,1,zivame,NB,PAYU,,2020-02-12 07,NB_AIRTEL,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 12,TRIPURA GRAMIN BANK,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-12 01,NB_IOB,TRUE,1
1,0,urbanclap,CARD,PAYTM,,2020-02-12 08,ANZBANK.LTD.,TRUE,1
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 03,Kotak Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 09,SOUTHCAROLINAF.C.U.,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-12 16,NB_VJYB,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_KVB,TRUE,1
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 14,THE KALYAN JANATA SAHKARI BANK LTD,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 23,PURVANCHAL GRAMIN BANK,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-12 13,NB_INDUS,TRUE,1
1,1,countrydelight,CARD,PAYU,,2020-02-12 15,The Bharat Cooperative Bank,FALSE,0
3,1,fanfight,NB,RAZORPAY,,2020-02-12 14,NB_INDB,TRUE,0.666666667
2,0,medlife_prod,CARD,TPSL,,2020-02-12 14,MAHARASHTRA GRAMIN BANK,TRUE,1
1,1,purplle.com,NB,PAYU,,2020-02-12 15,NB_CBI,FALSE,0
1,1,purplle.com,NB,PAYTM,,2020-02-12 13,NB_IOB,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-12 17,BCCARDCO..LTD.,FALSE,0
1,1,pharmeasytech,NB,PAYU,,2020-02-12 18,NB_DCB,FALSE,0
2,2,fanfight,CARD,GOCASHFREE,,2020-02-13 00,SARVA HARYANA GRAMIN BANK,FALSE,0
2,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_OBC,TRUE,1
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 05,THE BAGHAT URBAN COOP BANK LTD,FALSE,0
2,1,medlife_prod,CARD,TPSL,,2020-02-13 07,ANDHRA PRADESH GRAMEENA VIKAS BANK,TRUE,0.5
2,2,fanfight,CARD,RAZORPAY,,2020-02-13 11,Mudra Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 07,Deutsche Bank,FALSE,0
2,0,fanfight,NB,RAZORPAY,,2020-02-13 09,NB_CORP,TRUE,1
1,0,medlife_prod,NB,RAZORPAY,,2020-02-13 04,NB_ANDHRA,TRUE,1
1,0,purplle.com,CARD,PAYTM,,2020-02-13 06,Abhyudaya Cooperative Bank,TRUE,1
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 08,Punjab and Sind Bank,TRUE,0.5
2,0,urbanclap,NB,PAYTM,,2020-02-13 09,NB_SYNB,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-13 11,Deutsche Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 07,The Shamrao Vithal Cooperative Bank,FALSE,0
2,2,zivame,NB,PAYU,,2020-02-13 17,NB_CITI,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 03,South Indian Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 04,Bassein Catholic Bank,FALSE,0
1,1,pharmeasytech,NB,RAZORPAY,,2020-02-13 04,NB_SCB,FALSE,0
1,0,countrydelight,CARD,PAYU,,2020-02-13 15,The Shamrao Vithal Cooperative Bank,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 03,Mudra Bank,FALSE,0
1,0,medlife_prod,CARD,TPSL,,2020-02-13 12,South Indian Bank,TRUE,1
1,0,purplle.com,NB,PAYTM,,2020-02-13 18,NB_ALLB,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-13 14,NB_OBC,TRUE,1
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 15,THE ADARSH COOP URBAN BANK LTD,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-13 16,Tamilnad Mercantile Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-13 13,The Catholic Syrian Bank,FALSE,0
3,2,purplle.com,CARD,PAYTM,,2020-02-13 15,South Indian Bank,TRUE,0.333333333
2,2,pharmeasytech,NB,PAYU,,2020-02-13 14,NB_FED,FALSE,0
2,2,pharmeasytech,NB,RAZORPAY,,2020-02-13 13,NB_SCB,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-14 07,THE GREATER BOMBAY COOP BANK LTD,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 04,The Shamrao Vithal Cooperative Bank,FALSE,0
1,1,pharmeasytech,NB,PAYU,,2020-02-14 10,NB_INDUS,FALSE,0
1,0,countrydelight,NB,PAYU,,2020-02-14 06,NB_AIRTEL,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 12,Mudra Bank,FALSE,0
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 04,NB_CORP,TRUE,1
1,0,urbanclap,NB,PAYTM,,2020-02-14 06,NB_COSMOS,TRUE,1
1,1,countrydelight,NB,PAYU,,2020-02-14 06,NB_SCB,FALSE,0
1,0,medlife_prod,CARD,TPSL,,2020-02-14 09,BCCARDCO..LTD.,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 02,PEOPLESCOMMUNITYC.U.,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 11,Mudra Bank,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 05,SARVA HARYANA GRAMIN BANK,FALSE,0
1,1,fanfight,NB,RAZORPAY,,2020-02-14 02,NB_INDUS,FALSE,0
2,1,fanfight,CARD,GOCASHFREE,,2020-02-14 15,UTKAL GRAMEEN BANK,TRUE,0.5
1,0,fanfight,NB,RAZORPAY,,2020-02-14 14,NB_SBT,TRUE,1
1,1,purplle.com,CARD,PAYTM,,2020-02-14 18,NORTHERN RAILWAY PRIMARY COOP BANK LTD,FALSE,0
1,1,zivame,CARD,PAYU,,2020-02-14 20,Punjab and Sind Bank,FALSE,0
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 18,NB_DCB,TRUE,1
1,0,urbanclap,CARD,PAYTM,,2020-02-14 12,BCCARDCO..LTD.,TRUE,1
1,1,countrydelight,CARD,PAYU,,2020-02-14 04,Saraswat Bank,FALSE,0
1,0,medlife_prod,NB,RAZORPAY,,2020-02-14 02,NB_BOM,TRUE,1
1,1,urbanclap,NB,PAYTM,,2020-02-14 05,NB_INDUS,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 08,Dhanalakshmi Bank,FALSE,0
1,1,pharmeasytech,NB,PAYU,,2020-02-14 06,NB_UCOB,FALSE,0
1,0,medlife_prod,NB,RAZORPAY,,2020-02-14 05,NB_CORP,TRUE,1
1,0,zivame,NB,PAYU,,2020-02-14 05,NB_CBI,TRUE,1
1,1,purplle.com,CARD,PAYTM,,2020-02-14 06,Saraswat Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-14 04,City Union Bank,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-14 13,NB_JNK,TRUE,1
1,1,pharmeasytech,NB,PAYU,,2020-02-14 14,NB_INDB,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 15,Punjab and Sind Bank,FALSE,0
1,1,countrydelight,NB,PAYU,,2020-02-14 13,NB_INDB,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 13,Mudra Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 05,Karur Vysya Bank,FALSE,0
1,1,countrydelight,NB,PAYU,,2020-02-13 01,NB_IDFC,FALSE,0
2,0,countrydelight,NB,PAYU,,2020-02-13 08,NB_SYNB,TRUE,1
1,0,urbanclap,NB,PAYTM,,2020-02-13 03,NB_ALLB,TRUE,1
1,0,zivame,CARD,HDFC,,2020-02-13 09,The Catholic Syrian Bank,TRUE,1
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 12,PAYZAPP,TRUE,1
1,1,pharmeasytech,NB,PAYU,,2020-02-13 12,NB_FED,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-13 17,NB_CBI,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-13 13,Karur Vysya Bank,FALSE,0
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 11,NB_SCB,FALSE,0
1,0,zivame,NB,PAYU,,2020-02-13 14,NB_FED,TRUE,1
1,1,zivame,CARD,PAYU,,2020-02-13 18,ASSAM COOPERATIVE APEX BANK LTD,FALSE,0
1,0,zivame,NB,PAYU,,2020-02-13 14,NB_ANDHRA,TRUE,1
2,1,zivame,CARD,PAYU,,2020-02-13 17,Capital One Bank,TRUE,0.5
1,1,urbanclap,CARD,PAYTM,,2020-02-13 12,MONEYACCESSSERVICE.INC.,FALSE,0
2,0,urbanclap,NB,PAYTM,,2020-02-13 11,NB_INDB,TRUE,1
1,1,zivame,NB,PAYU,,2020-02-13 07,NB_INDUS,FALSE,0
1,1,countrydelight,NB,PAYU,,2020-02-13 07,NB_AIRTEL,FALSE,0
1,0,medlife_prod,NB,RAZORPAY,,2020-02-13 12,NB_CBI,TRUE,1
1,0,urbanclap,CARD,PAYTM,,2020-02-13 07,DCB,TRUE,1
1,1,zivame,NB,PAYU,,2020-02-13 06,NB_CORP,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,Karur Vysya Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,COMMUNITYBANK,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 00,CALSTATE9C.U.,FALSE,0
1,1,zivame,NB,PAYU,,2020-02-13 12,NB_CUB,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 04,SOUTHCAROLINAF.C.U.,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 06,Mudra Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,THE WEST BENGAL STATE COOP BANK LTD,FALSE,0
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 02,NB_ANDHRA,TRUE,1
1,1,purplle.com,CARD,PAYTM,,2020-02-13 04,South Indian Bank,FALSE,0
2,1,medlife_prod,CARD,TPSL,,2020-02-13 15,City Union Bank,TRUE,0.5
1,1,urbanclap,CARD,PAYTM,,2020-02-13 09,Saraswat Bank,FALSE,0
1,0,countrydelight,NB,PAYU,,2020-02-13 04,NB_SCB,TRUE,1
1,1,countrydelight,NB,PAYU,,2020-02-13 06,NB_IDFC,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-13 11,Karur Vysya Bank,FALSE,0
1,1,zivame,NB,PAYU,,2020-02-13 10,NB_CITI,FALSE,0
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 09,PAYZAPP,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-13 10,City Union Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-13 09,Lakshmi Vilas Bank,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 14,RAJASTHAN MARUDHARA GRAMIN BANK,FALSE,0
1,0,medlife_prod,CARD,TPSL,,2020-02-13 14,Abhyudaya Cooperative Bank,TRUE,1
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 15,NB_INDUS,TRUE,1
1,1,countrydelight,NB,PAYU,,2020-02-13 15,NB_CITI,FALSE,0
1,0,zivame,NB,PAYU,,2020-02-13 13,NB_SYNB,TRUE,1
1,1,zivame,CARD,IPG,,2020-02-13 16,South Indian Bank,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 14,COMMUNITYBANK,FALSE,0
1,1,countrydelight,NB,PAYU,,2020-02-12 05,NB_IOB,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 08,RAJKOT NAGARIK SAHAKARI BANK LTD,FALSE,0
1,1,pharmeasytech,NB,RAZORPAY,,2020-02-12 09,NB_SCB,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 01,IDFC Bank,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 07,Mudra Bank,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-12 04,NB_SVCB,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 10,COMMUNITYBANK,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-12 10,SERVICESC.U.,FALSE,0
1,0,countrydelight,NB,PAYU,,2020-02-12 13,NB_VJYB,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-12 06,APNA SAHAKARI BANK LTD,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 03,Punjab and Sind Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 05,PUNE DISTRICT CENTRAL COOP BANK,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-12 20,NB_IOB,TRUE,1
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 20,BCCARDCO..LTD.,TRUE,1
1,1,purplle.com,CARD,PAYTM,,2020-02-12 16,Punjab and Sind Bank,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 06,Bassein Catholic Bank,FALSE,0
1,1,countrydelight,NB,PAYU,,2020-02-12 13,NB_OBC,FALSE,0
1,1,drivezy,NB,GOCASHFREE,,2020-02-12 14,NB_IOB,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-12 18,South Indian Bank,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 19,JANATA SAHAKARI BANK LTD PUNE,FALSE,0
2,0,drivezy,CARD,GOCASHFREE,,2020-02-13 06,THE ADARSH COOP URBAN BANK LTD,TRUE,1
1,1,purplle.com,NB,PAYTM,,2020-02-13 07,NB_SCB,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-13 03,NB_ALLB,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 10,BCCARDCO..LTD.,FALSE,0
1,0,medlife_prod,CARD,TPSL,,2020-02-13 11,South Indian Bank,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-13 02,IDFC Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-13 10,CALSTATE9C.U.,FALSE,0
